SeqName	Hit-Desc	GO-Group	GO-ID	Term
Be3_577	dna polymerase gamma	F	GO:0003677	DNA binding
Be3_577	dna polymerase gamma	F	GO:0016740	transferase activity
Be3_577	dna polymerase gamma	P	GO:0009058	biosynthetic process
Be3_577	dna polymerase gamma	P	GO:0006259	DNA metabolic process
Be3_577	dna polymerase gamma	C	GO:0043234	protein complex
Be3_577	dna polymerase gamma	C	GO:0005739	mitochondrion
Be3_578	adam 8 precursor	F	GO:0008233	peptidase activity
Be3_578	adam 8 precursor	P	GO:0019538	protein metabolic process
Be3_578	adam 8 precursor	P	GO:0009056	catabolic process
Be3_578	adam 8 precursor	F	GO:0005488	binding
Be3_579	glutaredoxin-C2	F	GO:0009055	electron carrier activity
Be3_579	glutaredoxin-C2	F	GO:0003824	catalytic activity
Be3_579	glutaredoxin-C2	P	GO:0050789	regulation of biological process
Be3_579	glutaredoxin-C2	P	GO:0019725	cellular homeostasis
Be3_580	---NA---	F	GO:0005515	protein binding
Be3_580	---NA---	F	GO:0004872	receptor activity
Be3_580	---NA---	P	GO:0007165	signal transduction
Be3_580	---NA---	C	GO:0005623	cell
Be3_581	pyruvate dehydrogenase	F	GO:0004721	phosphoprotein phosphatase activity
Be3_581	pyruvate dehydrogenase	P	GO:0006464	cellular protein modification process
Be3_581	pyruvate dehydrogenase	C	GO:0005623	cell
Be3_581	pyruvate dehydrogenase	C	GO:0043234	protein complex
Be3_582	chitin synthase 6	F	GO:0005488	binding
Be3_582	chitin synthase 6	F	GO:0003774	motor activity
Be3_582	chitin synthase 6	F	GO:0000166	nucleotide binding
Be3_582	chitin synthase 6	C	GO:0005856	cytoskeleton
Be3_582	chitin synthase 6	C	GO:0043234	protein complex
Be3_582	chitin synthase 6	F	GO:0003677	DNA binding
Be3_583	actin cytoskeleton-regulatory complex protein pan1	C	GO:0005623	cell
Be3_583	actin cytoskeleton-regulatory complex protein pan1	F	GO:0005515	protein binding
Be3_583	actin cytoskeleton-regulatory complex protein pan1	F	GO:0030234	enzyme regulator activity
Be3_583	actin cytoskeleton-regulatory complex protein pan1	P	GO:0007165	signal transduction
Be3_583	actin cytoskeleton-regulatory complex protein pan1	F	GO:0008289	lipid binding
Be3_583	actin cytoskeleton-regulatory complex protein pan1	F	GO:0005509	calcium ion binding
Be3_583	actin cytoskeleton-regulatory complex protein pan1	P	GO:0006810	transport
Be3_583	actin cytoskeleton-regulatory complex protein pan1	P	GO:0016043	cellular component organization
Be3_583	actin cytoskeleton-regulatory complex protein pan1	C	GO:0005856	cytoskeleton
Be3_583	actin cytoskeleton-regulatory complex protein pan1	C	GO:0005737	cytoplasm
Be3_583	actin cytoskeleton-regulatory complex protein pan1	P	GO:0008150	biological_process
Be3_584	predicted protein	F	GO:0005488	binding
Be3_585	lysine ketoglutarate reductase saccharopine dehydrogenase	F	GO:0003824	catalytic activity
Be3_585	lysine ketoglutarate reductase saccharopine dehydrogenase	P	GO:0008152	metabolic process
Be3_585	lysine ketoglutarate reductase saccharopine dehydrogenase	F	GO:0000166	nucleotide binding
Be3_587	exonuclease ii	F	GO:0000166	nucleotide binding
Be3_587	exonuclease ii	P	GO:0006464	cellular protein modification process
Be3_587	exonuclease ii	F	GO:0003676	nucleic acid binding
Be3_587	exonuclease ii	F	GO:0004518	nuclease activity
Be3_587	exonuclease ii	C	GO:0005622	intracellular
Be3_587	exonuclease ii	F	GO:0004672	protein kinase activity
Be3_587	exonuclease ii	N	GO:0006519	
Be3_588	carbonate dehydratase	F	GO:0005488	binding
Be3_588	carbonate dehydratase	F	GO:0003824	catalytic activity
Be3_588	carbonate dehydratase	P	GO:0008152	metabolic process
Be3_589	---NA---	F	GO:0005216	ion channel activity
Be3_589	---NA---	P	GO:0006811	ion transport
Be3_589	---NA---	C	GO:0005623	cell
Be3_589	---NA---	P	GO:0006810	transport
Be3_592	dedicator of cytokinesis protein 8	F	GO:0030234	enzyme regulator activity
Be3_592	dedicator of cytokinesis protein 8	P	GO:0007165	signal transduction
Be3_592	dedicator of cytokinesis protein 8	P	GO:0008150	biological_process
Be3_594	kinesin-domain-containing protein	F	GO:0003774	motor activity
Be3_594	kinesin-domain-containing protein	F	GO:0000166	nucleotide binding
Be3_594	kinesin-domain-containing protein	C	GO:0005856	cytoskeleton
Be3_594	kinesin-domain-containing protein	C	GO:0043234	protein complex
Be3_594	kinesin-domain-containing protein	P	GO:0008150	biological_process
Be3_595	leucyl-trna synthetase	F	GO:0000166	nucleotide binding
Be3_595	leucyl-trna synthetase	C	GO:0005737	cytoplasm
Be3_595	leucyl-trna synthetase	F	GO:0003824	catalytic activity
Be3_595	leucyl-trna synthetase	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_595	leucyl-trna synthetase	P	GO:0006412	translation
Be3_595	leucyl-trna synthetase	N	GO:0006519	
Be3_595	leucyl-trna synthetase	F	GO:0004872	receptor activity
Be3_595	leucyl-trna synthetase	P	GO:0007165	signal transduction
Be3_595	leucyl-trna synthetase	C	GO:0005623	cell
Be3_595	leucyl-trna synthetase	P	GO:0009058	biosynthetic process
Be3_598	phd transcription factor rum1	F	GO:0000166	nucleotide binding
Be3_598	phd transcription factor rum1	P	GO:0006464	cellular protein modification process
Be3_598	phd transcription factor rum1	F	GO:0005515	protein binding
Be3_598	phd transcription factor rum1	F	GO:0005488	binding
Be3_598	phd transcription factor rum1	C	GO:0005634	nucleus
Be3_598	phd transcription factor rum1	F	GO:0004672	protein kinase activity
Be3_598	phd transcription factor rum1	P	GO:0008152	metabolic process
Be3_598	phd transcription factor rum1	N	GO:0006519	
Be3_599	regulator of v-atpase in vacuolar membrane protein	F	GO:0005515	protein binding
Be3_600	---NA---	F	GO:0005515	protein binding
Be3_601	calcium-channel protein cch1	F	GO:0005216	ion channel activity
Be3_601	calcium-channel protein cch1	P	GO:0006811	ion transport
Be3_601	calcium-channel protein cch1	C	GO:0005623	cell
Be3_601	calcium-channel protein cch1	P	GO:0006810	transport
Be3_602	-alpha-glucan-branching enzyme	F	GO:0016740	transferase activity
Be3_602	-alpha-glucan-branching enzyme	F	GO:0008289	lipid binding
Be3_602	-alpha-glucan-branching enzyme	P	GO:0005975	carbohydrate metabolic process
Be3_602	-alpha-glucan-branching enzyme	F	GO:0005488	binding
Be3_602	-alpha-glucan-branching enzyme	P	GO:0006810	transport
Be3_602	-alpha-glucan-branching enzyme	C	GO:0005623	cell
Be3_602	-alpha-glucan-branching enzyme	P	GO:0008152	metabolic process
Be3_602	-alpha-glucan-branching enzyme	P	GO:0050789	regulation of biological process
Be3_602	-alpha-glucan-branching enzyme	P	GO:0007049	cell cycle
Be3_602	-alpha-glucan-branching enzyme	F	GO:0005515	protein binding
Be3_604	trehalose maltose-binding protein	F	GO:0005215	transporter activity
Be3_604	trehalose maltose-binding protein	P	GO:0006810	transport
Be3_604	trehalose maltose-binding protein	F	GO:0004872	receptor activity
Be3_604	trehalose maltose-binding protein	P	GO:0007165	signal transduction
Be3_604	trehalose maltose-binding protein	C	GO:0005623	cell
Be3_605	hypothetical protein BATDEDRAFT_91387	C	GO:0005622	intracellular
Be3_605	hypothetical protein BATDEDRAFT_91387	P	GO:0007165	signal transduction
Be3_605	hypothetical protein BATDEDRAFT_91387	F	GO:0005515	protein binding
Be3_610	chitin synthase 6	F	GO:0005488	binding
Be3_610	chitin synthase 6	F	GO:0003774	motor activity
Be3_610	chitin synthase 6	F	GO:0000166	nucleotide binding
Be3_610	chitin synthase 6	C	GO:0005856	cytoskeleton
Be3_610	chitin synthase 6	C	GO:0043234	protein complex
Be3_610	chitin synthase 6	F	GO:0003677	DNA binding
Be3_611	heavy polypeptide isoform cra_c	P	GO:0009653	anatomical structure morphogenesis
Be3_611	heavy polypeptide isoform cra_c	P	GO:0016043	cellular component organization
Be3_611	heavy polypeptide isoform cra_c	P	GO:0030154	cell differentiation
Be3_611	heavy polypeptide isoform cra_c	P	GO:0007275	multicellular organismal development
Be3_611	heavy polypeptide isoform cra_c	C	GO:0005737	cytoplasm
Be3_611	heavy polypeptide isoform cra_c	C	GO:0043234	protein complex
Be3_611	heavy polypeptide isoform cra_c	C	GO:0005886	plasma membrane
Be3_611	heavy polypeptide isoform cra_c	P	GO:0007165	signal transduction
Be3_611	heavy polypeptide isoform cra_c	P	GO:0006811	ion transport
Be3_611	heavy polypeptide isoform cra_c	P	GO:0015031	protein transport
Be3_611	heavy polypeptide isoform cra_c	F	GO:0005198	structural molecule activity
Be3_611	heavy polypeptide isoform cra_c	F	GO:0005515	protein binding
Be3_611	heavy polypeptide isoform cra_c	C	GO:0016023	cytoplasmic membrane-bounded vesicle
Be3_611	heavy polypeptide isoform cra_c	C	GO:0005794	Golgi apparatus
Be3_611	heavy polypeptide isoform cra_c	C	GO:0005829	cytosol
Be3_611	heavy polypeptide isoform cra_c	C	GO:0005856	cytoskeleton
Be3_611	heavy polypeptide isoform cra_c	P	GO:0006810	transport
Be3_611	heavy polypeptide isoform cra_c	P	GO:0008152	metabolic process
Be3_611	heavy polypeptide isoform cra_c	P	GO:0006996	organelle organization
Be3_611	heavy polypeptide isoform cra_c	P	GO:0007049	cell cycle
Be3_611	heavy polypeptide isoform cra_c	C	GO:0005739	mitochondrion
Be3_612	aldo keto reductase	F	GO:0004872	receptor activity
Be3_612	aldo keto reductase	P	GO:0007165	signal transduction
Be3_612	aldo keto reductase	C	GO:0005623	cell
Be3_613	actin cytoskeleton-regulatory complex protein pan1	C	GO:0005623	cell
Be3_613	actin cytoskeleton-regulatory complex protein pan1	F	GO:0005515	protein binding
Be3_613	actin cytoskeleton-regulatory complex protein pan1	F	GO:0030234	enzyme regulator activity
Be3_613	actin cytoskeleton-regulatory complex protein pan1	P	GO:0007165	signal transduction
Be3_613	actin cytoskeleton-regulatory complex protein pan1	F	GO:0008289	lipid binding
Be3_613	actin cytoskeleton-regulatory complex protein pan1	F	GO:0005509	calcium ion binding
Be3_613	actin cytoskeleton-regulatory complex protein pan1	P	GO:0006810	transport
Be3_613	actin cytoskeleton-regulatory complex protein pan1	P	GO:0016043	cellular component organization
Be3_613	actin cytoskeleton-regulatory complex protein pan1	C	GO:0005856	cytoskeleton
Be3_613	actin cytoskeleton-regulatory complex protein pan1	C	GO:0005737	cytoplasm
Be3_613	actin cytoskeleton-regulatory complex protein pan1	P	GO:0008150	biological_process
Be3_614	cysteine peptidase c50	C	GO:0005634	nucleus
Be3_614	cysteine peptidase c50	P	GO:0019538	protein metabolic process
Be3_614	cysteine peptidase c50	P	GO:0009056	catabolic process
Be3_614	cysteine peptidase c50	F	GO:0008233	peptidase activity
Be3_616	rad3-like dna-binding helicase protein	P	GO:0008150	biological_process
Be3_616	rad3-like dna-binding helicase protein	C	GO:0005739	mitochondrion
Be3_616	rad3-like dna-binding helicase protein	F	GO:0016787	hydrolase activity
Be3_616	rad3-like dna-binding helicase protein	F	GO:0003677	DNA binding
Be3_616	rad3-like dna-binding helicase protein	F	GO:0000166	nucleotide binding
Be3_616	rad3-like dna-binding helicase protein	C	GO:0005694	chromosome
Be3_617	multidrug resistance-associated protein 4-like	F	GO:0000166	nucleotide binding
Be3_617	multidrug resistance-associated protein 4-like	C	GO:0005623	cell
Be3_617	multidrug resistance-associated protein 4-like	P	GO:0006810	transport
Be3_617	multidrug resistance-associated protein 4-like	F	GO:0016787	hydrolase activity
Be3_619	cysteine peptidase c50	C	GO:0005634	nucleus
Be3_619	cysteine peptidase c50	P	GO:0019538	protein metabolic process
Be3_619	cysteine peptidase c50	P	GO:0009056	catabolic process
Be3_619	cysteine peptidase c50	F	GO:0008233	peptidase activity
Be3_620	finger protein azf1	F	GO:0005515	protein binding
Be3_620	finger protein azf1	F	GO:0005488	binding
Be3_620	finger protein azf1	F	GO:0003676	nucleic acid binding
Be3_620	finger protein azf1	C	GO:0005622	intracellular
Be3_621	t-complex protein 1 subunit epsilon	P	GO:0019538	protein metabolic process
Be3_621	t-complex protein 1 subunit epsilon	C	GO:0005737	cytoplasm
Be3_621	t-complex protein 1 subunit epsilon	F	GO:0005515	protein binding
Be3_621	t-complex protein 1 subunit epsilon	F	GO:0000166	nucleotide binding
Be3_622	protein	F	GO:0005515	protein binding
Be3_623	1-phosphatidylinositol- -bisphosphate phosphodiesterase delta-4-like	F	GO:0016787	hydrolase activity
Be3_623	1-phosphatidylinositol- -bisphosphate phosphodiesterase delta-4-like	F	GO:0005509	calcium ion binding
Be3_623	1-phosphatidylinositol- -bisphosphate phosphodiesterase delta-4-like	P	GO:0007165	signal transduction
Be3_623	1-phosphatidylinositol- -bisphosphate phosphodiesterase delta-4-like	P	GO:0009056	catabolic process
Be3_623	1-phosphatidylinositol- -bisphosphate phosphodiesterase delta-4-like	P	GO:0006629	lipid metabolic process
Be3_624	alpha- sarcomeric (f-actin cross linking protein)	F	GO:0003779	actin binding
Be3_624	alpha- sarcomeric (f-actin cross linking protein)	F	GO:0005509	calcium ion binding
Be3_624	alpha- sarcomeric (f-actin cross linking protein)	P	GO:0007010	cytoskeleton organization
Be3_625	sec7 domain containing protein	F	GO:0030234	enzyme regulator activity
Be3_625	sec7 domain containing protein	P	GO:0007165	signal transduction
Be3_625	sec7 domain containing protein	P	GO:0008150	biological_process
Be3_626	---NA---	F	GO:0005515	protein binding
Be3_626	---NA---	F	GO:0016740	transferase activity
Be3_626	---NA---	P	GO:0009058	biosynthetic process
Be3_626	---NA---	P	GO:0008152	metabolic process
Be3_628	abc transporter	F	GO:0000166	nucleotide binding
Be3_628	abc transporter	C	GO:0005623	cell
Be3_628	abc transporter	P	GO:0006810	transport
Be3_628	abc transporter	F	GO:0016787	hydrolase activity
Be3_629	---NA---	P	GO:0006811	ion transport
Be3_629	---NA---	F	GO:0005215	transporter activity
Be3_629	---NA---	P	GO:0006810	transport
Be3_633	sphingosine-1-phosphate lyase 1-like	F	GO:0005515	protein binding
Be3_633	sphingosine-1-phosphate lyase 1-like	F	GO:0003824	catalytic activity
Be3_633	sphingosine-1-phosphate lyase 1-like	P	GO:0008152	metabolic process
Be3_633	sphingosine-1-phosphate lyase 1-like	F	GO:0005488	binding
Be3_635	bimb_emeni cell division-associated protein bimb	C	GO:0005634	nucleus
Be3_635	bimb_emeni cell division-associated protein bimb	P	GO:0019538	protein metabolic process
Be3_635	bimb_emeni cell division-associated protein bimb	P	GO:0009056	catabolic process
Be3_635	bimb_emeni cell division-associated protein bimb	F	GO:0008233	peptidase activity
Be3_636	kinase-like protein	F	GO:0004672	protein kinase activity
Be3_636	kinase-like protein	F	GO:0000166	nucleotide binding
Be3_636	kinase-like protein	P	GO:0006464	cellular protein modification process
Be3_636	kinase-like protein	C	GO:0005623	cell
Be3_636	kinase-like protein	P	GO:0006810	transport
Be3_640	transmembrane protein	P	GO:0006811	ion transport
Be3_640	transmembrane protein	F	GO:0005215	transporter activity
Be3_640	transmembrane protein	P	GO:0006810	transport
Be3_641	hypothetical protein RO3G_13173	P	GO:0008152	metabolic process
Be3_641	hypothetical protein RO3G_13173	P	GO:0050789	regulation of biological process
Be3_641	hypothetical protein RO3G_13173	F	GO:0005488	binding
Be3_642	bimb_emeni cell division-associated protein bimb	C	GO:0005634	nucleus
Be3_642	bimb_emeni cell division-associated protein bimb	P	GO:0019538	protein metabolic process
Be3_642	bimb_emeni cell division-associated protein bimb	P	GO:0009056	catabolic process
Be3_642	bimb_emeni cell division-associated protein bimb	F	GO:0008233	peptidase activity
Be3_643	glyceraldehyde-3-phosphate dehydrogenase	F	GO:0003824	catalytic activity
Be3_643	glyceraldehyde-3-phosphate dehydrogenase	P	GO:0009058	biosynthetic process
Be3_643	glyceraldehyde-3-phosphate dehydrogenase	N	GO:0006519	
Be3_643	glyceraldehyde-3-phosphate dehydrogenase	P	GO:0008152	metabolic process
Be3_643	glyceraldehyde-3-phosphate dehydrogenase	C	GO:0005623	cell
Be3_643	glyceraldehyde-3-phosphate dehydrogenase	P	GO:0006810	transport
Be3_643	glyceraldehyde-3-phosphate dehydrogenase	F	GO:0000166	nucleotide binding
Be3_644	tbc domain containing protein	F	GO:0030234	enzyme regulator activity
Be3_644	tbc domain containing protein	C	GO:0005622	intracellular
Be3_644	tbc domain containing protein	P	GO:0007165	signal transduction
Be3_646	cytoplasmic protein	F	GO:0008233	peptidase activity
Be3_646	cytoplasmic protein	P	GO:0019538	protein metabolic process
Be3_646	cytoplasmic protein	P	GO:0009056	catabolic process
Be3_646	cytoplasmic protein	F	GO:0003723	RNA binding
Be3_646	cytoplasmic protein	F	GO:0005515	protein binding
Be3_646	cytoplasmic protein	P	GO:0008150	biological_process
Be3_647	oxoglutarate dehydrogenase (succinyl-transferring) e1 component	F	GO:0003824	catalytic activity
Be3_647	oxoglutarate dehydrogenase (succinyl-transferring) e1 component	P	GO:0006091	generation of precursor metabolites and energy
Be3_647	oxoglutarate dehydrogenase (succinyl-transferring) e1 component	P	GO:0009056	catabolic process
Be3_647	oxoglutarate dehydrogenase (succinyl-transferring) e1 component	F	GO:0005488	binding
Be3_647	oxoglutarate dehydrogenase (succinyl-transferring) e1 component	N	GO:0006519	
Be3_647	oxoglutarate dehydrogenase (succinyl-transferring) e1 component	C	GO:0005622	intracellular
Be3_647	oxoglutarate dehydrogenase (succinyl-transferring) e1 component	C	GO:0043234	protein complex
Be3_649	dna polymerase zeta catalytic subunit	F	GO:0016740	transferase activity
Be3_649	dna polymerase zeta catalytic subunit	P	GO:0009058	biosynthetic process
Be3_649	dna polymerase zeta catalytic subunit	P	GO:0006259	DNA metabolic process
Be3_649	dna polymerase zeta catalytic subunit	F	GO:0000166	nucleotide binding
Be3_649	dna polymerase zeta catalytic subunit	F	GO:0003677	DNA binding
Be3_649	dna polymerase zeta catalytic subunit	C	GO:0043234	protein complex
Be3_649	dna polymerase zeta catalytic subunit	C	GO:0005622	intracellular
Be3_651	glutathione transferase family protein	F	GO:0005515	protein binding
Be3_652	---NA---	F	GO:0003700	sequence-specific DNA binding transcription factor activity
Be3_652	---NA---	F	GO:0003677	DNA binding
Be3_652	---NA---	C	GO:0005654	nucleoplasm
Be3_652	---NA---	C	GO:0043234	protein complex
Be3_652	---NA---	N	GO:0006350	
Be3_652	---NA---	P	GO:0050789	regulation of biological process
Be3_653	hypothetical protein BATDEDRAFT_10517	F	GO:0016787	hydrolase activity
Be3_653	hypothetical protein BATDEDRAFT_10517	F	GO:0000166	nucleotide binding
Be3_654	domain containing protein	F	GO:0030234	enzyme regulator activity
Be3_654	domain containing protein	C	GO:0005622	intracellular
Be3_654	domain containing protein	P	GO:0007165	signal transduction
Be3_654	domain containing protein	F	GO:0005515	protein binding
Be3_654	domain containing protein	P	GO:0008150	biological_process
Be3_655	ATOPT5	P	GO:0006810	transport
Be3_656	hypothetical protein RO3G_15325	F	GO:0000166	nucleotide binding
Be3_656	hypothetical protein RO3G_15325	P	GO:0006464	cellular protein modification process
Be3_656	hypothetical protein RO3G_15325	F	GO:0004672	protein kinase activity
Be3_656	hypothetical protein RO3G_15325	N	GO:0006519	
Be3_657	related to cho2-phosphatidylethanolamine n-methyltransferase	F	GO:0005515	protein binding
Be3_658	esterase of the alpha-beta hydrolase superfamily	P	GO:0006629	lipid metabolic process
Be3_660	fanconi anemia group j	F	GO:0000166	nucleotide binding
Be3_660	fanconi anemia group j	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_660	fanconi anemia group j	F	GO:0003677	DNA binding
Be3_660	fanconi anemia group j	F	GO:0016787	hydrolase activity
Be3_660	fanconi anemia group j	C	GO:0005694	chromosome
Be3_661	---NA---	F	GO:0005488	binding
Be3_661	---NA---	C	GO:0005622	intracellular
Be3_662	related to dbp7-rna helicase required for 60s ribosomal subunit assembly	F	GO:0003676	nucleic acid binding
Be3_662	related to dbp7-rna helicase required for 60s ribosomal subunit assembly	F	GO:0000166	nucleotide binding
Be3_662	related to dbp7-rna helicase required for 60s ribosomal subunit assembly	F	GO:0016787	hydrolase activity
Be3_662	related to dbp7-rna helicase required for 60s ribosomal subunit assembly	F	GO:0005515	protein binding
Be3_662	related to dbp7-rna helicase required for 60s ribosomal subunit assembly	C	GO:0005623	cell
Be3_662	related to dbp7-rna helicase required for 60s ribosomal subunit assembly	P	GO:0006810	transport
Be3_663	udp-xylose and udp-n-acetylglucosamine transporter	P	GO:0006810	transport
Be3_664	bimb_emeni cell division-associated protein bimb	C	GO:0005634	nucleus
Be3_664	bimb_emeni cell division-associated protein bimb	P	GO:0019538	protein metabolic process
Be3_664	bimb_emeni cell division-associated protein bimb	P	GO:0009056	catabolic process
Be3_664	bimb_emeni cell division-associated protein bimb	F	GO:0008233	peptidase activity
Be3_665	g protein alpha subunit	F	GO:0004871	signal transducer activity
Be3_665	g protein alpha subunit	F	GO:0000166	nucleotide binding
Be3_665	g protein alpha subunit	F	GO:0016787	hydrolase activity
Be3_665	g protein alpha subunit	F	GO:0005515	protein binding
Be3_665	g protein alpha subunit	F	GO:0005102	receptor binding
Be3_665	g protein alpha subunit	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_665	g protein alpha subunit	P	GO:0009056	catabolic process
Be3_665	g protein alpha subunit	P	GO:0007165	signal transduction
Be3_665	g protein alpha subunit	P	GO:0009058	biosynthetic process
Be3_667	calcium channel protein	F	GO:0005216	ion channel activity
Be3_667	calcium channel protein	P	GO:0006811	ion transport
Be3_667	calcium channel protein	C	GO:0005623	cell
Be3_667	calcium channel protein	P	GO:0006810	transport
Be3_668	---NA---	F	GO:0003676	nucleic acid binding
Be3_668	---NA---	F	GO:0005488	binding
Be3_669	hypoxanthine-guanine phosphoribosyltransferase	P	GO:0008219	cell death
Be3_669	hypoxanthine-guanine phosphoribosyltransferase	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_669	hypoxanthine-guanine phosphoribosyltransferase	P	GO:0009056	catabolic process
Be3_669	hypoxanthine-guanine phosphoribosyltransferase	P	GO:0009058	biosynthetic process
Be3_669	hypoxanthine-guanine phosphoribosyltransferase	P	GO:0050789	regulation of biological process
Be3_669	hypoxanthine-guanine phosphoribosyltransferase	N	GO:0006519	
Be3_669	hypoxanthine-guanine phosphoribosyltransferase	P	GO:0016043	cellular component organization
Be3_669	hypoxanthine-guanine phosphoribosyltransferase	P	GO:0009719	response to endogenous stimulus
Be3_669	hypoxanthine-guanine phosphoribosyltransferase	P	GO:0030154	cell differentiation
Be3_669	hypoxanthine-guanine phosphoribosyltransferase	P	GO:0007275	multicellular organismal development
Be3_669	hypoxanthine-guanine phosphoribosyltransferase	P	GO:0007610	behavior
Be3_669	hypoxanthine-guanine phosphoribosyltransferase	F	GO:0016740	transferase activity
Be3_669	hypoxanthine-guanine phosphoribosyltransferase	P	GO:0009653	anatomical structure morphogenesis
Be3_669	hypoxanthine-guanine phosphoribosyltransferase	P	GO:0008283	cell proliferation
Be3_669	hypoxanthine-guanine phosphoribosyltransferase	F	GO:0003824	catalytic activity
Be3_669	hypoxanthine-guanine phosphoribosyltransferase	C	GO:0005829	cytosol
Be3_669	hypoxanthine-guanine phosphoribosyltransferase	P	GO:0005975	carbohydrate metabolic process
Be3_669	hypoxanthine-guanine phosphoribosyltransferase	F	GO:0005488	binding
Be3_669	hypoxanthine-guanine phosphoribosyltransferase	F	GO:0005515	protein binding
Be3_669	hypoxanthine-guanine phosphoribosyltransferase	P	GO:0006091	generation of precursor metabolites and energy
Be3_669	hypoxanthine-guanine phosphoribosyltransferase	P	GO:0019748	secondary metabolic process
Be3_671	hypothetical protein AOL_s00080g118	F	GO:0005515	protein binding
Be3_672	sphingosine-1-phosphate lyase 1	F	GO:0005515	protein binding
Be3_672	sphingosine-1-phosphate lyase 1	F	GO:0003824	catalytic activity
Be3_672	sphingosine-1-phosphate lyase 1	P	GO:0008152	metabolic process
Be3_672	sphingosine-1-phosphate lyase 1	F	GO:0005488	binding
Be3_674	hypothetical protein SELMODRAFT_149478	P	GO:0006464	cellular protein modification process
Be3_674	hypothetical protein SELMODRAFT_149478	F	GO:0016740	transferase activity
Be3_675	catalytic component of the involved in rna processing and degradation	C	GO:0005829	cytosol
Be3_675	catalytic component of the involved in rna processing and degradation	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_675	catalytic component of the involved in rna processing and degradation	P	GO:0009056	catabolic process
Be3_675	catalytic component of the involved in rna processing and degradation	C	GO:0005622	intracellular
Be3_675	catalytic component of the involved in rna processing and degradation	C	GO:0043234	protein complex
Be3_675	catalytic component of the involved in rna processing and degradation	F	GO:0030234	enzyme regulator activity
Be3_675	catalytic component of the involved in rna processing and degradation	F	GO:0005515	protein binding
Be3_675	catalytic component of the involved in rna processing and degradation	F	GO:0004518	nuclease activity
Be3_675	catalytic component of the involved in rna processing and degradation	C	GO:0005634	nucleus
Be3_675	catalytic component of the involved in rna processing and degradation	P	GO:0008150	biological_process
Be3_675	catalytic component of the involved in rna processing and degradation	P	GO:0050789	regulation of biological process
Be3_675	catalytic component of the involved in rna processing and degradation	F	GO:0003723	RNA binding
Be3_676	exonuclease ii	F	GO:0000166	nucleotide binding
Be3_676	exonuclease ii	P	GO:0006464	cellular protein modification process
Be3_676	exonuclease ii	F	GO:0003676	nucleic acid binding
Be3_676	exonuclease ii	F	GO:0004518	nuclease activity
Be3_676	exonuclease ii	C	GO:0005622	intracellular
Be3_676	exonuclease ii	F	GO:0004672	protein kinase activity
Be3_676	exonuclease ii	N	GO:0006519	
Be3_678	dynein light chain cytoplasmic isoform 2	C	GO:0005856	cytoskeleton
Be3_678	dynein light chain cytoplasmic isoform 2	C	GO:0043234	protein complex
Be3_678	dynein light chain cytoplasmic isoform 2	P	GO:0008150	biological_process
Be3_678	dynein light chain cytoplasmic isoform 2	F	GO:0000166	nucleotide binding
Be3_678	dynein light chain cytoplasmic isoform 2	P	GO:0007165	signal transduction
Be3_678	dynein light chain cytoplasmic isoform 2	P	GO:0015031	protein transport
Be3_678	dynein light chain cytoplasmic isoform 2	F	GO:0016787	hydrolase activity
Be3_678	dynein light chain cytoplasmic isoform 2	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_678	dynein light chain cytoplasmic isoform 2	P	GO:0009056	catabolic process
Be3_678	dynein light chain cytoplasmic isoform 2	C	GO:0005623	cell
Be3_679	spermatogenesis-associated protein 5 isoform 1	F	GO:0004872	receptor activity
Be3_679	spermatogenesis-associated protein 5 isoform 1	P	GO:0007165	signal transduction
Be3_679	spermatogenesis-associated protein 5 isoform 1	C	GO:0005623	cell
Be3_679	spermatogenesis-associated protein 5 isoform 1	F	GO:0016787	hydrolase activity
Be3_679	spermatogenesis-associated protein 5 isoform 1	F	GO:0000166	nucleotide binding
Be3_681	cysteine proteinase	F	GO:0016787	hydrolase activity
Be3_681	cysteine proteinase	P	GO:0019538	protein metabolic process
Be3_681	cysteine proteinase	P	GO:0009056	catabolic process
Be3_681	cysteine proteinase	P	GO:0006464	cellular protein modification process
Be3_682	epoxide hydrolase	F	GO:0003824	catalytic activity
Be3_683	---NA---	F	GO:0005515	protein binding
Be3_684	glycoside hydrolase family 13 protein	F	GO:0003824	catalytic activity
Be3_684	glycoside hydrolase family 13 protein	P	GO:0009058	biosynthetic process
Be3_684	glycoside hydrolase family 13 protein	P	GO:0005975	carbohydrate metabolic process
Be3_684	glycoside hydrolase family 13 protein	P	GO:0006091	generation of precursor metabolites and energy
Be3_685	viral atype inclusion protein	F	GO:0005515	protein binding
Be3_687	sec7 domain containing protein	F	GO:0030234	enzyme regulator activity
Be3_687	sec7 domain containing protein	P	GO:0007165	signal transduction
Be3_687	sec7 domain containing protein	P	GO:0008150	biological_process
Be3_688	hypothetical protein AOL_s00080g118	F	GO:0005515	protein binding
Be3_690	hypothetical protein BATDEDRAFT_34848	P	GO:0019538	protein metabolic process
Be3_690	hypothetical protein BATDEDRAFT_34848	P	GO:0009056	catabolic process
